0  6.371e+06  -4.905  -9.81001 
1  6.37098e+06  -14.715  -9.81005 
2  6.37096e+06  -24.5251  -9.8101 
3  6.37092e+06  -34.3352  -9.81018 
4  6.37088e+06  -44.1453  -9.81027 
5  6.37082e+06  -53.9556  -9.81039 
6  6.37076e+06  -63.766  -9.81054 
7  6.37069e+06  -73.5765  -9.8107 
8  6.3706e+06  -83.3872  -9.81089 
9  6.37051e+06  -93.1981  -9.81109 
10  6.37041e+06  -103.009  -9.81132 
11  6.37029e+06  -112.821  -9.81157 
12  6.37017e+06  -122.632  -9.81184 
13  6.37004e+06  -132.444  -9.81214 
14  6.3699e+06  -142.256  -9.81245 
15  6.36974e+06  -152.069  -9.81279 
16  6.36958e+06  -161.881  -9.81315 
17  6.36941e+06  -171.694  -9.81353 
18  6.36923e+06  -181.508  -9.81393 
19  6.36904e+06  -191.322  -9.81436 
20  6.36884e+06  -201.136  -9.8148 
21  6.36863e+06  -210.951  -9.81527 
22  6.36841e+06  -220.766  -9.81576 
23  6.36817e+06  -230.582  -9.81627 
24  6.36793e+06  -240.398  -9.8168 
25  6.36768e+06  -250.215  -9.81735 
26  6.36742e+06  -260.033  -9.81793 
27  6.36715e+06  -269.851  -9.81852 
28  6.36687e+06  -279.669  -9.81914 
29  6.36658e+06  -289.488  -9.81978 
30  6.36629e+06  -299.308  -9.82044 
31  6.36598e+06  -309.128  -9.82112 
32  6.36566e+06  -318.95  -9.82182 
33  6.36533e+06  -328.771  -9.82254 
34  6.36499e+06  -338.594  -9.82329 
35  6.36464e+06  -348.417  -9.82405 
36  6.36428e+06  -358.241  -9.82484 
37  6.36392e+06  -368.066  -9.82565 
38  6.36354e+06  -377.892  -9.82647 
39  6.36315e+06  -387.718  -9.82732 
40  6.36275e+06  -397.546  -9.82819 
41  6.36234e+06  -407.374  -9.82908 
42  6.36193e+06  -417.203  -9.82999 
43  6.3615e+06  -427.033  -9.83093 
44  6.36106e+06  -436.864  -9.83188 
45  6.36062e+06  -446.696  -9.83285 
46  6.36016e+06  -456.528  -9.83384 
47  6.35969e+06  -466.362  -9.83486 
48  6.35922e+06  -476.197  -9.83589 
49  6.35873e+06  -486.033  -9.83695 
50  6.35824e+06  -495.87  -9.83802 
51  6.35773e+06  -505.708  -9.83912 
52  6.35721e+06  -515.547  -9.84023 
53  6.35669e+06  -525.387  -9.84136 
54  6.35615e+06  -535.229  -9.84252 
55  6.35561e+06  -545.071  -9.84369 
56  6.35505e+06  -554.915  -9.84489 
57  6.35449e+06  -564.76  -9.8461 
58  6.35391e+06  -574.606  -9.84734 
59  6.35333e+06  -584.453  -9.84859 
60  6.35274e+06  -594.302  -9.84987 
61  6.35213e+06  -604.152  -9.85116 
62  6.35152e+06  -614.003  -9.85247 
63  6.35089e+06  -623.855  -9.8538 
64  6.35026e+06  -633.709  -9.85516 
65  6.34962e+06  -643.564  -9.85653 
