0	0
200	0.7311
400	1.4604
600	2.1862
800	2.9068
1000	3.6203
1200	4.3251
1221.5	4.4002
1400	4.9413
1600	5.5548
1800	6.1669
2000	6.7715
2200	7.3645
2400	7.9425
2600	8.5023
2800	9.0414
3000	9.557
3200	10.0464
3400	10.5065
3480	10.6823
3600	10.5204
3630	10.4844
3800	10.3095
4000	10.158
4200	10.0535
4400	9.9859
4600	9.9474
4800	9.9314
5000	9.9326
5200	9.9467
5400	9.9698
5600	9.9985
5701	10.0143
5771	10.0038
5871	9.9883
5971	9.9686
6061	9.9361
6151	9.9048
6221	9.8783
6291	9.8553
6346.6	9.8394
6356	9.8332
6368	9.8222
6371	9.8156
