0	13088.48
200	13079.77
400	13053.64
600	13010.09
800	12949.12
1000	12870.73
1200	12774.93
1221.5	12763.6
1221.5	12166.34
1400	12069.24
1600	11946.82
1800	11809
2000	11654.78
2200	11483.11
2400	11292.98
2600	11083.35
2800	10853.21
3000	10601.52
3200	10327.26
3400	10029.4
3480	9903.49
3480	5566.45
3600	5506.42
3630	5491.45
3630	5491.45
3800	5406.81
4000	5307.24
4200	5207.13
4400	5105.9
4600	5002.99
4800	4897.83
5000	4789.83
5200	4678.44
5400	4563.07
5600	4443.17
5600	4443.17
5701	4380.71
5701	3992.14
5771	3975.84
5871	3849.8
5971	3723.78
5971	3543.25
6061	3489.51
6151	3435.78
6151	3359.5
6221	3367.1
6291	3374.71
6291	3374.71
6346.6	3380.76
6346.6	2900
6356	2900
6356	2600
6368	2600
6368	1020
6371	1020
